area_name,year,analysis
Randesan,2023,"By 2023, more than half of Randesan was built up (44%) — it had turned into a fairly developed neighbourhood. | A steady amount of new construction happened between 2022 and 2023 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Randesan in 2023 — still some trees and open patches, not fully built over. | In 2023, Randesan had decent night-time lighting — a lively mix of homes and shops active after dark."
Randesan,2024,"By 2024, more than half of Randesan was built up (43%) — it had turned into a fairly developed neighbourhood. | The built-up area slightly shrank compared to 2023 (by about 0.6%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Randesan in 2024 — still some trees and open patches, not fully built over. | In 2024, Randesan had decent night-time lighting — a lively mix of homes and shops active after dark."
Randheja,2016,"In 2016, only about 12% of Randheja had buildings or roads on it — most of the area was still open land. | Green cover was getting thin in Randheja by 2016 — most natural land had been replaced by construction. | In 2016, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2017,"In 2017, around 15% of Randheja was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.7% more land was built on. | There was a decent amount of greenery in Randheja in 2017 — still some trees and open patches, not fully built over. | In 2017, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2018,"In 2018, only about 15% of Randheja had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2017 (by about 0.5%) — this is usually a seasonal variation in satellite readings, not actual demolition. | There was a decent amount of greenery in Randheja in 2018 — still some trees and open patches, not fully built over. | In 2018, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2019,"In 2019, around 15% of Randheja was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2018 to 2019 — just 0.9% more land got covered. | There was a decent amount of greenery in Randheja in 2019 — still some trees and open patches, not fully built over. | In 2019, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2020,"In 2020, around 16% of Randheja was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2019 and 2020 — roughly 1.1% more land was built on. | There was a decent amount of greenery in Randheja in 2020 — still some trees and open patches, not fully built over. | In 2020, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2021,"In 2021, around 18% of Randheja was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2020 and 2021 — roughly 1.8% more land was built on. | There was a decent amount of greenery in Randheja in 2021 — still some trees and open patches, not fully built over. | In 2021, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2022,"In 2022, around 20% of Randheja was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2021 and 2022 — roughly 1.2% more land was built on. | There was a decent amount of greenery in Randheja in 2022 — still some trees and open patches, not fully built over. | In 2022, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2023,"In 2023, around 21% of Randheja was covered with buildings and roads — still a lot of open space remaining. | A steady amount of new construction happened between 2022 and 2023 — roughly 1.7% more land was built on. | There was a decent amount of greenery in Randheja in 2023 — still some trees and open patches, not fully built over. | In 2023, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Randheja,2024,"In 2024, around 22% of Randheja was covered with buildings and roads — still a lot of open space remaining. | A small amount of new construction happened from 2023 to 2024 — just 0.6% more land got covered. | There was a decent amount of greenery in Randheja in 2024 — still some trees and open patches, not fully built over. | In 2024, Randheja was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Rural Fringe,2016,"In 2016, only about 12% of Rural Fringe had buildings or roads on it — most of the area was still open land. | Green cover was getting thin in Rural Fringe by 2016 — most natural land had been replaced by construction. | In 2016, Rural Fringe was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Rural Fringe,2017,"In 2017, only about 15% of Rural Fringe had buildings or roads on it — most of the area was still open land. | A steady amount of new construction happened between 2016 and 2017 — roughly 2.5% more land was built on. | Rural Fringe still had plenty of trees and green cover in 2017 — a lot of land was natural and untouched. | In 2017, Rural Fringe was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
Rural Fringe,2018,"In 2018, only about 14% of Rural Fringe had buildings or roads on it — most of the area was still open land. | The built-up area slightly shrank compared to 2017 (by about 0.4%) — this is usually a seasonal variation in satellite readings, not actual demolition. | Rural Fringe still had plenty of trees and green cover in 2018 — a lot of land was natural and untouched. | In 2018, Rural Fringe was quite dark at night — very few lights, typical of a quiet village or undeveloped land."
